Indicator,Location,Month,value
Sulphur dioxide SO₂: Average, West crossroad,2017-03,0.024
Sulphur dioxide SO₂: Average, West crossroad,2017-02,0.04
Sulphur dioxide SO₂: Average, West crossroad,2017-01,0.047
Sulphur dioxide SO₂: Average, West crossroad,2016-12,0.052
Sulphur dioxide SO₂: Average, West crossroad,2016-11,0.037
Sulphur dioxide SO₂: Average, West crossroad,2016-10,0.014
Sulphur dioxide SO₂: Average, West crossroad,2016-09,0.007
Sulphur dioxide SO₂: Average, West crossroad,2016-08,
Sulphur dioxide SO₂: Average, West crossroad,2016-07,0.009
Sulphur dioxide SO₂: Average, West crossroad,2016-06,0.012
Sulphur dioxide SO₂: Average, West crossroad,2016-05,0.013
Sulphur dioxide SO₂: Average, West crossroad,2016-04,0.017
Sulphur dioxide SO₂: Average, West crossroad,2016-03,0.027
Sulphur dioxide SO₂: Average, West crossroad,2016-02,0.047
Sulphur dioxide SO₂: Average, West crossroad,2016-01,0.052
Sulphur dioxide SO₂: Average, West crossroad,2015-12,0.045
Sulphur dioxide SO₂: Average, West crossroad,2015-11,0.031
Sulphur dioxide SO₂: Average, West crossroad,2015-10,0.015
Sulphur dioxide SO₂: Average, West crossroad,2015-09,0.007
Sulphur dioxide SO₂: Average, West crossroad,2015-08,0.006
Sulphur dioxide SO₂: Average, West crossroad,2015-07,0.007
Sulphur dioxide SO₂: Average, West crossroad,2015-06,0.012
Sulphur dioxide SO₂: Average, West crossroad,2015-05,0.014
Sulphur dioxide SO₂: Average, West crossroad,2015-04,0.022
Sulphur dioxide SO₂: Average, West crossroad,2015-03,0.033
Sulphur dioxide SO₂: Average, West crossroad,2015-02,0.049
Sulphur dioxide SO₂: Average, West crossroad,2015-01,0.064
Sulphur dioxide SO₂: Average, West crossroad,2014-12,0.049
Sulphur dioxide SO₂: Average, West crossroad,2014-11,0.027
Sulphur dioxide SO₂: Average, West crossroad,2014-10,0.015
Sulphur dioxide SO₂: Average, West crossroad,2014-09,0.009
Sulphur dioxide SO₂: Average, West crossroad,2014-08,0.005
Sulphur dioxide SO₂: Average, West crossroad,2014-07,0.005
Sulphur dioxide SO₂: Average, West crossroad,2014-06,0.007
Sulphur dioxide SO₂: Average, West crossroad,2014-05,0.01
Sulphur dioxide SO₂: Average, West crossroad,2014-04,0.018
Sulphur dioxide SO₂: Average, West crossroad,2014-03,0.027
Sulphur dioxide SO₂: Average, West crossroad,2014-02,0.042
Sulphur dioxide SO₂: Average, West crossroad,2014-01,0.043
Sulphur dioxide SO₂: Average, West crossroad,2013-12,0.036
Sulphur dioxide SO₂: Average, West crossroad,2013-11,0.013
Sulphur dioxide SO₂: Average, West crossroad,2013-10,0.008
Sulphur dioxide SO₂: Average, West crossroad,2013-09,0.004
Sulphur dioxide SO₂: Average, West crossroad,2013-08,0.002
Sulphur dioxide SO₂: Average, West crossroad,2013-07,0.005
Sulphur dioxide SO₂: Average, West crossroad,2013-06,0.005
Sulphur dioxide SO₂: Average, West crossroad,2013-05,0.009
Sulphur dioxide SO₂: Average, West crossroad,2013-04,0.012
Sulphur dioxide SO₂: Average, West crossroad,2013-03,0.02
Sulphur dioxide SO₂: Average, West crossroad,2013-02,0.032
Sulphur dioxide SO₂: Average, West crossroad,2013-01,0.096
Sulphur dioxide SO₂: Average, West crossroad,2012-12,0.038
Sulphur dioxide SO₂: Average, West crossroad,2012-11,0.022
Sulphur dioxide SO₂: Average, West crossroad,2012-10,0.014
Sulphur dioxide SO₂: Average, West crossroad,2012-09,0.005
Sulphur dioxide SO₂: Average, West crossroad,2012-08,0.004
Sulphur dioxide SO₂: Average, West crossroad,2012-07,0.007
Sulphur dioxide SO₂: Average, West crossroad,2012-06,0.008
Sulphur dioxide SO₂: Average, West crossroad,2012-05,0.009
Sulphur dioxide SO₂: Average, West crossroad,2012-04,0.014
Sulphur dioxide SO₂: Average, West crossroad,2012-03,0.043
Sulphur dioxide SO₂: Average, West crossroad,2012-02,0.06
Sulphur dioxide SO₂: Average, West crossroad,2012-01,0.066
Sulphur dioxide SO₂: Average, West crossroad,2011-12,0.06
Sulphur dioxide SO₂: Average, West crossroad,2011-11,0.037
Sulphur dioxide SO₂: Average, West crossroad,2011-10,0.022
Sulphur dioxide SO₂: Average, West crossroad,2011-09,0.013
Sulphur dioxide SO₂: Average, West crossroad,2011-08,0.01
Sulphur dioxide SO₂: Average, West crossroad,2011-07,0.01
Sulphur dioxide SO₂: Average, West crossroad,2011-06,0.004
Sulphur dioxide SO₂: Average, West crossroad,2011-05,0.016
Sulphur dioxide SO₂: Average, West crossroad,2011-04,0.027
Sulphur dioxide SO₂: Average, West crossroad,2011-03,0.044
Sulphur dioxide SO₂: Average, West crossroad,2011-02,0.077
Sulphur dioxide SO₂: Average, West crossroad,2011-01,0.057
Sulphur dioxide SO₂: Average, West crossroad,2010-12,0.061
Sulphur dioxide SO₂: Average, West crossroad,2010-11,0.039
Sulphur dioxide SO₂: Average, West crossroad,2010-10,0.023
Sulphur dioxide SO₂: Average, West crossroad,2010-09,0.011
Sulphur dioxide SO₂: Average, West crossroad,2010-08,0.012
Sulphur dioxide SO₂: Average, West crossroad,2010-07,0.005
Sulphur dioxide SO₂: Average, West crossroad,2010-06,
Sulphur dioxide SO₂: Average, West crossroad,2010-05,
Sulphur dioxide SO₂: Average, West crossroad,2010-04,
Sulphur dioxide SO₂: Average, West crossroad,2010-03,
Sulphur dioxide SO₂: Average, West crossroad,2010-02,
Sulphur dioxide SO₂: Average, West crossroad,2010-01,
Sulphur dioxide SO₂: Average, West crossroad,2009-12,
Sulphur dioxide SO₂: Average, West crossroad,2009-11,
Sulphur dioxide SO₂: Average, West crossroad,2009-10,
Sulphur dioxide SO₂: Average, West crossroad,2009-09,0.009
Sulphur dioxide SO₂: Average, West crossroad,2009-08,
Sulphur dioxide SO₂: Average, West crossroad,2009-07,0.001
Sulphur dioxide SO₂: Average, West crossroad,2009-06,0.014
Sulphur dioxide SO₂: Average, West crossroad,2009-05,0.013
Sulphur dioxide SO₂: Average, West crossroad,2009-04,0.029
Sulphur dioxide SO₂: Average, West crossroad,2009-03,0.035
Sulphur dioxide SO₂: Average, West crossroad,2009-02,0.043
Sulphur dioxide SO₂: Average, West crossroad,2009-01,0.047
Sulphur dioxide SO₂: Average, West crossroad,2008-12,0.044
Sulphur dioxide SO₂: Average, West crossroad,2008-11,0.029
Sulphur dioxide SO₂: Average, West crossroad,2008-10,
Sulphur dioxide SO₂: Average, West crossroad,2008-09,
Sulphur dioxide SO₂: Average, West crossroad,2008-08,
Sulphur dioxide SO₂: Average, West crossroad,2008-07,
Sulphur dioxide SO₂: Average, West crossroad,2008-06,0.004
Sulphur dioxide SO₂: Average, West crossroad,2008-05,0.004
Sulphur dioxide SO₂: Average, West crossroad,2008-04,0.012
Sulphur dioxide SO₂: Average, West crossroad,2008-03,0.023
Sulphur dioxide SO₂: Average, West crossroad,2008-02,0.025
Sulphur dioxide SO₂: Average, West crossroad,2008-01,0.023
Sulphur dioxide SO₂: Average, West crossroad,2007-12,0.018
Sulphur dioxide SO₂: Average, West crossroad,2007-11,0.011
Sulphur dioxide SO₂: Average, West crossroad,2007-10,0.007
Sulphur dioxide SO₂: Average, West crossroad,2007-09,0.004
Sulphur dioxide SO₂: Average, West crossroad,2007-08,0.002
Sulphur dioxide SO₂: Average, West crossroad,2007-07,0.006
Sulphur dioxide SO₂: Average, West crossroad,2007-06,0.008
Sulphur dioxide SO₂: Average, West crossroad,2007-05,0.007
Sulphur dioxide SO₂: Average, West crossroad,2007-04,0.008
Sulphur dioxide SO₂: Average, West crossroad,2007-03,0.026
Sulphur dioxide SO₂: Average, West crossroad,2007-02,0.029
Sulphur dioxide SO₂: Average, West crossroad,2007-01,0.033
Sulphur dioxide SO₂: Average, West crossroad,2006-12,0.036
Sulphur dioxide SO₂: Average, West crossroad,2006-11,0.032
Sulphur dioxide SO₂: Average, West crossroad,2006-10,0.014
Sulphur dioxide SO₂: Average, West crossroad,2006-09,0.006
Sulphur dioxide SO₂: Average, West crossroad,2006-08,0.005
Sulphur dioxide SO₂: Average, West crossroad,2006-07,0.003
Sulphur dioxide SO₂: Average, West crossroad,2006-06,0.0
Sulphur dioxide SO₂: Average, West crossroad,2006-05,0.008
Sulphur dioxide SO₂: Average, West crossroad,2006-04,0.012
Sulphur dioxide SO₂: Average, West crossroad,2006-03,0.017
Sulphur dioxide SO₂: Average, West crossroad,2006-02,0.024
Sulphur dioxide SO₂: Average, West crossroad,2006-01,0.028
Sulphur dioxide SO₂: Average, West crossroad,2005-12,0.024
Sulphur dioxide SO₂: Average, West crossroad,2005-11,0.018
Sulphur dioxide SO₂: Average, West crossroad,2005-10,0.009
Sulphur dioxide SO₂: Average, West crossroad,2005-09,0.004
Sulphur dioxide SO₂: Average, West crossroad,2005-08,0.006
Sulphur dioxide SO₂: Average, West crossroad,2005-07,0.005
Sulphur dioxide SO₂: Average, West crossroad,2005-06,0.005
Sulphur dioxide SO₂: Average, West crossroad,2005-05,0.008
Sulphur dioxide SO₂: Average, West crossroad,2005-04,0.011
Sulphur dioxide SO₂: Average, West crossroad,2005-03,0.02
Sulphur dioxide SO₂: Average, West crossroad,2005-02,0.03
Sulphur dioxide SO₂: Average, West crossroad,2005-01,0.042
Sulphur dioxide SO₂: Average, West crossroad,2004-12,0.032
Sulphur dioxide SO₂: Average, West crossroad,2004-11,0.03
Sulphur dioxide SO₂: Average, West crossroad,2004-10,0.018
Sulphur dioxide SO₂: Average, West crossroad,2004-09,0.009
Sulphur dioxide SO₂: Average, West crossroad,2004-08,0.007
Sulphur dioxide SO₂: Average, West crossroad,2004-07,0.006
Sulphur dioxide SO₂: Average, West crossroad,2004-06,0.007
Sulphur dioxide SO₂: Average, West crossroad,2004-05,0.007
Sulphur dioxide SO₂: Average, West crossroad,2004-04,0.011
Sulphur dioxide SO₂: Average, West crossroad,2004-03,0.021
Sulphur dioxide SO₂: Average, West crossroad,2004-02,0.025
Sulphur dioxide SO₂: Average, West crossroad,2004-01,0.028
Sulphur dioxide SO₂: Average, West crossroad,2003-12,0.032
Sulphur dioxide SO₂: Average, West crossroad,2003-11,0.02
Sulphur dioxide SO₂: Average, West crossroad,2003-10,0.01
Sulphur dioxide SO₂: Average, West crossroad,2003-09,0.004
Sulphur dioxide SO₂: Average, West crossroad,2003-08,0.003
Sulphur dioxide SO₂: Average, West crossroad,2003-07,0.004
Sulphur dioxide SO₂: Average, West crossroad,2003-06,0.005
Sulphur dioxide SO₂: Average, West crossroad,2003-05,0.005
Sulphur dioxide SO₂: Average, West crossroad,2003-04,0.009
Sulphur dioxide SO₂: Average, West crossroad,2003-03,0.014
Sulphur dioxide SO₂: Average, West crossroad,2003-02,0.017
Sulphur dioxide SO₂: Average, West crossroad,2003-01,0.023
Sulphur dioxide SO₂: Average, West crossroad,2002-12,0.026
Sulphur dioxide SO₂: Average, West crossroad,2002-11,0.014
Sulphur dioxide SO₂: Average, West crossroad,2002-10,0.006
Sulphur dioxide SO₂: Average, West crossroad,2002-09,0.006
Sulphur dioxide SO₂: Average, West crossroad,2002-08,0.006
Sulphur dioxide SO₂: Average, West crossroad,2002-07,0.003
Sulphur dioxide SO₂: Average, West crossroad,2002-06,0.004
Sulphur dioxide SO₂: Average, West crossroad,2002-05,0.005
Sulphur dioxide SO₂: Average, West crossroad,2002-04,0.009
Sulphur dioxide SO₂: Average, West crossroad,2002-03,0.014
Sulphur dioxide SO₂: Average, West crossroad,2002-02,0.021
Sulphur dioxide SO₂: Average, West crossroad,2002-01,0.02
Sulphur dioxide SO₂: Average, 1st micro district,2026-08,0.005
Sulphur dioxide SO₂: Average, 1st micro district,2026-07,0.005
Sulphur dioxide SO₂: Average, 1st micro district,2026-06,0.007
Sulphur dioxide SO₂: Average, 1st micro district,2026-05,0.005
Sulphur dioxide SO₂: Average, 1st micro district,2026-04,
Sulphur dioxide SO₂: Average, 1st micro district,2026-03,0.01
Sulphur dioxide SO₂: Average, 1st micro district,2026-02,0.014
Sulphur dioxide SO₂: Average, 1st micro district,2026-01,0.036
Sulphur dioxide SO₂: Average, 1st micro district,2025-12,0.043
Sulphur dioxide SO₂: Average, 1st micro district,2025-11,0.042
Sulphur dioxide SO₂: Average, 1st micro district,2025-10,0.032
Sulphur dioxide SO₂: Average, 1st micro district,2025-09,0.012
Sulphur dioxide SO₂: Average, 1st micro district,2025-08,0.007
Sulphur dioxide SO₂: Average, 1st micro district,2025-07,0.009
Sulphur dioxide SO₂: Average, 1st micro district,2025-06,0.011
Sulphur dioxide SO₂: Average, 1st micro district,2025-05,0.017
Sulphur dioxide SO₂: Average, 1st micro district,2025-04,0.042
Sulphur dioxide SO₂: Average, 1st micro district,2025-03,0.077
Sulphur dioxide SO₂: Average, 1st micro district,2025-02,0.169
Sulphur dioxide SO₂: Average, 1st micro district,2025-01,0.208
Sulphur dioxide SO₂: Average, 1st micro district,2024-12,0.246
Sulphur dioxide SO₂: Average, 1st micro district,2024-11,0.133
Sulphur dioxide SO₂: Average, 1st micro district,2024-10,0.089
Sulphur dioxide SO₂: Average, 1st micro district,2024-09,0.026
Sulphur dioxide SO₂: Average, 1st micro district,2024-08,0.01
Sulphur dioxide SO₂: Average, 1st micro district,2024-07,0.013
Sulphur dioxide SO₂: Average, 1st micro district,2024-06,0.012
Sulphur dioxide SO₂: Average, 1st micro district,2024-05,0.03
Sulphur dioxide SO₂: Average, 1st micro district,2024-04,0.072
Sulphur dioxide SO₂: Average, 1st micro district,2024-03,0.138
Sulphur dioxide SO₂: Average, 1st micro district,2024-02,0.246
Sulphur dioxide SO₂: Average, 1st micro district,2024-01,0.337
Sulphur dioxide SO₂: Average, 1st micro district,2023-12,0.265
Sulphur dioxide SO₂: Average, 1st micro district,2023-11,0.172
Sulphur dioxide SO₂: Average, 1st micro district,2023-10,0.084
Sulphur dioxide SO₂: Average, 1st micro district,2023-09,0.017
Sulphur dioxide SO₂: Average, 1st micro district,2023-08,0.013
Sulphur dioxide SO₂: Average, 1st micro district,2023-07,0.012
Sulphur dioxide SO₂: Average, 1st micro district,2023-06,0.014
Sulphur dioxide SO₂: Average, 1st micro district,2023-05,0.027
Sulphur dioxide SO₂: Average, 1st micro district,2023-04,0.053
Sulphur dioxide SO₂: Average, 1st micro district,2023-03,0.103
Sulphur dioxide SO₂: Average, 1st micro district,2023-02,0.15
Sulphur dioxide SO₂: Average, 1st micro district,2023-01,0.191
Sulphur dioxide SO₂: Average, 1st micro district,2022-12,0.161
Sulphur dioxide SO₂: Average, 1st micro district,2022-11,0.105
Sulphur dioxide SO₂: Average, 1st micro district,2022-10,
Sulphur dioxide SO₂: Average, 1st micro district,2022-09,0.024
Sulphur dioxide SO₂: Average, 1st micro district,2022-08,0.013
Sulphur dioxide SO₂: Average, 1st micro district,2022-07,0.012
Sulphur dioxide SO₂: Average, 1st micro district,2022-06,0.021
Sulphur dioxide SO₂: Average, 1st micro district,2022-05,0.044
Sulphur dioxide SO₂: Average, 1st micro district,2022-04,0.131
Sulphur dioxide SO₂: Average, 1st micro district,2022-03,0.191
Sulphur dioxide SO₂: Average, 1st micro district,2022-02,0.228
Sulphur dioxide SO₂: Average, 1st micro district,2022-01,0.302
Sulphur dioxide SO₂: Average, 1st micro district,2021-12,0.268
Sulphur dioxide SO₂: Average, 1st micro district,2021-11,0.155
Sulphur dioxide SO₂: Average, 1st micro district,2021-10,0.076
Sulphur dioxide SO₂: Average, 1st micro district,2021-09,0.016
Sulphur dioxide SO₂: Average, 1st micro district,2021-08,0.008
Sulphur dioxide SO₂: Average, 1st micro district,2021-07,0.016
Sulphur dioxide SO₂: Average, 1st micro district,2021-06,0.015
Sulphur dioxide SO₂: Average, 1st micro district,2021-05,0.038
Sulphur dioxide SO₂: Average, 1st micro district,2021-04,0.075
Sulphur dioxide SO₂: Average, 1st micro district,2021-03,0.014
Sulphur dioxide SO₂: Average, 1st micro district,2021-02,0.218
Sulphur dioxide SO₂: Average, 1st micro district,2021-01,
Sulphur dioxide SO₂: Average, 1st micro district,2020-12,
Sulphur dioxide SO₂: Average, 1st micro district,2020-11,
Sulphur dioxide SO₂: Average, 1st micro district,2020-10,
Sulphur dioxide SO₂: Average, 1st micro district,2020-09,
Sulphur dioxide SO₂: Average, 1st micro district,2020-08,
Sulphur dioxide SO₂: Average, 1st micro district,2020-07,
Sulphur dioxide SO₂: Average, 1st micro district,2020-06,
Sulphur dioxide SO₂: Average, 1st micro district,2020-05,
Sulphur dioxide SO₂: Average, 1st micro district,2020-04,
Sulphur dioxide SO₂: Average, 1st micro district,2020-03,
Sulphur dioxide SO₂: Average, 1st micro district,2020-02,0.174
Sulphur dioxide SO₂: Average, 1st micro district,2020-01,0.243
Sulphur dioxide SO₂: Average, 1st micro district,2019-12,0.247
Sulphur dioxide SO₂: Average, 1st micro district,2019-11,0.128
Sulphur dioxide SO₂: Average, 1st micro district,2019-10,0.073
Sulphur dioxide SO₂: Average, 1st micro district,2019-09,0.017
Sulphur dioxide SO₂: Average, 1st micro district,2019-08,0.008
Sulphur dioxide SO₂: Average, 1st micro district,2019-07,0.007
Sulphur dioxide SO₂: Average, 1st micro district,2019-06,0.013
Sulphur dioxide SO₂: Average, 1st micro district,2019-05,0.017
Sulphur dioxide SO₂: Average, 1st micro district,2019-04,0.032
Sulphur dioxide SO₂: Average, 1st micro district,2019-03,0.05
Sulphur dioxide SO₂: Average, 1st micro district,2019-02,0.079
Sulphur dioxide SO₂: Average, 1st micro district,2019-01,0.114
Sulphur dioxide SO₂: Average, 1st micro district,2018-12,0.104
Sulphur dioxide SO₂: Average, 1st micro district,2018-11,0.068
Sulphur dioxide SO₂: Average, 1st micro district,2018-10,0.035
Sulphur dioxide SO₂: Average, 1st micro district,2018-09,0.012
Sulphur dioxide SO₂: Average, 1st micro district,2018-08,0.007
Sulphur dioxide SO₂: Average, 1st micro district,2018-07,0.006
Sulphur dioxide SO₂: Average, 1st micro district,2018-06,0.01
Sulphur dioxide SO₂: Average, 1st micro district,2018-05,0.015
Sulphur dioxide SO₂: Average, 1st micro district,2018-04,0.031
Sulphur dioxide SO₂: Average, 1st micro district,2018-03,0.055
Sulphur dioxide SO₂: Average, 1st micro district,2018-02,0.095
Sulphur dioxide SO₂: Average, 1st micro district,2018-01,0.08
Sulphur dioxide SO₂: Average, 1st micro district,2017-12,0.023
Sulphur dioxide SO₂: Average, 1st micro district,2017-11,0.014
Sulphur dioxide SO₂: Average, 1st micro district,2017-10,0.008
Sulphur dioxide SO₂: Average, 1st micro district,2017-09,0.003
Sulphur dioxide SO₂: Average, 1st micro district,2017-08,0.001
Sulphur dioxide SO₂: Average, 1st micro district,2017-07,0.001
Sulphur dioxide SO₂: Average, 1st micro district,2017-06,0.001
Sulphur dioxide SO₂: Average, 1st micro district,2017-05,0.007
Sulphur dioxide SO₂: Average, 1st micro district,2017-04,0.01
Sulphur dioxide SO₂: Average, 1st micro district,2017-03,0.015
Sulphur dioxide SO₂: Average, 1st micro district,2017-02,0.033
Sulphur dioxide SO₂: Average, 1st micro district,2017-01,0.054
Sulphur dioxide SO₂: Average, 1st micro district,2016-12,0.045
Sulphur dioxide SO₂: Average, 1st micro district,2016-11,0.014
Sulphur dioxide SO₂: Average, 1st micro district,2016-10,0.01
Sulphur dioxide SO₂: Average, 1st micro district,2016-09,0.004
Sulphur dioxide SO₂: Average, 1st micro district,2016-08,0.001
Sulphur dioxide SO₂: Average, 1st micro district,2016-07,0.001
Sulphur dioxide SO₂: Average, 1st micro district,2016-06,0.002
Sulphur dioxide SO₂: Average, 1st micro district,2016-05,0.004
Sulphur dioxide SO₂: Average, 1st micro district,2016-04,0.01
Sulphur dioxide SO₂: Average, 1st micro district,2016-03,0.024
Sulphur dioxide SO₂: Average, 1st micro district,2016-02,0.119
Sulphur dioxide SO₂: Average, 1st micro district,2016-01,0.11
Sulphur dioxide SO₂: Average, 1st micro district,2015-12,0.062
Sulphur dioxide SO₂: Average, 1st micro district,2015-11,0.057
