Үзүүлэлт,Станцын байршил,Сар,value
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-10,0.014
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-09,0.004
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-08,0.004
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-07,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-06,0.008
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-05,0.013
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-04,0.024
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-03,0.041
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-02,0.068
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2023-01,0.079
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-12,0.063
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-11,0.036
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-10,0.024
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-09,0.007
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-08,0.003
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-07,0.004
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-06,0.008
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-05,0.013
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-04,0.028
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-03,0.046
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-02,0.072
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2022-01,0.089
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-12,0.123
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-11,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-10,0.021
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-09,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-08,0.003
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-07,0.004
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-06,0.007
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-05,0.02
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-04,0.038
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-03,0.075
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-02,0.104
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2021-01,0.184
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-12,0.136
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-11,0.052
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-10,0.034
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-09,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-08,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-07,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-06,0.01
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-05,0.012
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-04,0.024
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-03,0.037
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-02,0.059
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2020-01,0.077
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-12,0.072
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-11,0.036
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-10,0.018
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-09,0.01
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-08,0.006
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-07,0.014
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-06,0.021
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-05,0.017
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-04,0.016
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-03,0.028
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-02,0.049
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2019-01,0.056
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-12,0.043
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-11,0.03
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-10,0.008
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-09,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-08,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-07,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-06,0.007
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-05,0.009
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-04,0.012
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-03,0.026
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-02,0.029
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2018-01,0.038
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-12,0.029
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-11,0.018
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-10,0.013
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-09,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-08,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-07,0.006
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-06,0.01
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-05,0.013
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-04,0.015
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-03,0.024
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-02,0.04
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2017-01,0.047
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-12,0.052
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-11,0.037
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-10,0.014
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-09,0.007
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-08,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-07,0.009
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-06,0.012
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-05,0.013
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-04,0.017
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-03,0.027
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-02,0.047
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2016-01,0.052
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-12,0.045
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-11,0.031
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-10,0.015
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-09,0.007
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-08,0.006
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-07,0.007
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-06,0.012
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-05,0.014
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-04,0.022
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-03,0.033
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-02,0.049
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2015-01,0.064
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-12,0.049
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-11,0.027
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-10,0.015
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-09,0.009
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-08,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-07,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-06,0.007
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-05,0.01
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-04,0.018
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-03,0.027
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-02,0.042
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2014-01,0.043
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-12,0.036
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-11,0.013
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-10,0.008
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-09,0.004
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-08,0.002
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-07,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-06,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-05,0.009
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-04,0.012
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-03,0.02
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-02,0.032
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2013-01,0.096
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-12,0.038
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-11,0.022
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-10,0.014
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-09,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-08,0.004
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-07,0.007
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-06,0.008
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-05,0.009
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-04,0.014
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-03,0.043
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-02,0.06
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2012-01,0.066
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-12,0.06
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-11,0.037
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-10,0.022
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-09,0.013
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-08,0.01
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-07,0.01
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-06,0.004
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-05,0.016
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-04,0.027
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-03,0.044
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-02,0.077
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2011-01,0.057
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-12,0.061
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-11,0.039
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-10,0.023
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-09,0.011
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-08,0.012
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-07,0.005
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-06,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-05,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-04,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-03,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-02,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2010-01,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-12,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-11,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-10,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-09,0.009
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-08,
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-07,0.001
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-06,0.014
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-05,0.013
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-04,0.029
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-03,0.035
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-02,0.043
Хүхэрлэг хий SO₂: Дундаж,Баруун дөрвөн зам,2009-01,0.047
