Region,Age group,Gender,Year,value
 Bayankhongor,25-29, Male,2021,100.0
 Bayankhongor,25-29, Male,2020,82.7
 Bayankhongor,25-29, Male,2019,91.3
 Bayankhongor,25-29, Male,2018,83.4
 Bayankhongor,25-29, Male,2017,89.5
 Bayankhongor,25-29, Male,2016,93.5
 Bayankhongor,25-29, Male,2015,90.2
 Bayankhongor,25-29, Male,2014,94.8
 Bayankhongor,25-29, Male,2013,84.1
 Bayankhongor,25-29, Male,2012,91.9
 Bayankhongor,25-29, Male,2011,89.1
 Bayankhongor,25-29, Male,2010,77.9
 Bayankhongor,25-29, Male,2009,72.2
 Bayankhongor,25-29, Female,2025,79.0
 Bayankhongor,25-29, Female,2024,76.8
 Bayankhongor,25-29, Female,2023,86.2
 Bayankhongor,25-29, Female,2022,86.7
 Bayankhongor,25-29, Female,2021,77.8
 Bayankhongor,25-29, Female,2020,91.0
 Bayankhongor,25-29, Female,2019,64.0
 Bayankhongor,25-29, Female,2018,61.1
 Bayankhongor,25-29, Female,2017,74.0
 Bayankhongor,25-29, Female,2016,84.6
 Bayankhongor,25-29, Female,2015,80.0
 Bayankhongor,25-29, Female,2014,90.0
 Bayankhongor,25-29, Female,2013,87.3
 Bayankhongor,25-29, Female,2012,79.7
 Bayankhongor,25-29, Female,2011,69.7
 Bayankhongor,25-29, Female,2010,79.7
 Bayankhongor,25-29, Female,2009,68.8
 Bayankhongor,30-34,Total,2025,88.6
 Bayankhongor,30-34,Total,2024,93.5
 Bayankhongor,30-34,Total,2023,85.4
 Bayankhongor,30-34,Total,2022,88.5
 Bayankhongor,30-34,Total,2021,97.3
 Bayankhongor,30-34,Total,2020,84.7
 Bayankhongor,30-34,Total,2019,88.0
 Bayankhongor,30-34,Total,2018,80.0
 Bayankhongor,30-34,Total,2017,93.9
 Bayankhongor,30-34,Total,2016,88.3
 Bayankhongor,30-34,Total,2015,94.9
 Bayankhongor,30-34,Total,2014,93.3
 Bayankhongor,30-34,Total,2013,86.5
 Bayankhongor,30-34,Total,2012,89.5
 Bayankhongor,30-34,Total,2011,85.2
 Bayankhongor,30-34,Total,2010,89.8
 Bayankhongor,30-34,Total,2009,84.7
 Bayankhongor,30-34, Male,2025,91.1
 Bayankhongor,30-34, Male,2024,100.0
 Bayankhongor,30-34, Male,2023,87.2
 Bayankhongor,30-34, Male,2022,97.0
 Bayankhongor,30-34, Male,2021,97.1
 Bayankhongor,30-34, Male,2020,94.5
 Bayankhongor,30-34, Male,2019,86.5
 Bayankhongor,30-34, Male,2018,87.3
 Bayankhongor,30-34, Male,2017,98.4
 Bayankhongor,30-34, Male,2016,91.7
 Bayankhongor,30-34, Male,2015,95.2
 Bayankhongor,30-34, Male,2014,95.9
 Bayankhongor,30-34, Male,2013,87.5
 Bayankhongor,30-34, Male,2012,94.1
 Bayankhongor,30-34, Male,2011,89.4
 Bayankhongor,30-34, Male,2010,96.3
 Bayankhongor,30-34, Male,2009,94.0
 Bayankhongor,30-34, Female,2025,86.4
 Bayankhongor,30-34, Female,2024,86.7
 Bayankhongor,30-34, Female,2023,83.8
 Bayankhongor,30-34, Female,2022,77.9
 Bayankhongor,30-34, Female,2021,97.4
 Bayankhongor,30-34, Female,2020,76.3
 Bayankhongor,30-34, Female,2019,89.0
 Bayankhongor,30-34, Female,2018,72.4
 Bayankhongor,30-34, Female,2017,89.1
 Bayankhongor,30-34, Female,2016,85.0
 Bayankhongor,30-34, Female,2015,94.6
 Bayankhongor,30-34, Female,2014,91.1
 Bayankhongor,30-34, Female,2013,85.5
 Bayankhongor,30-34, Female,2012,85.8
 Bayankhongor,30-34, Female,2011,81.7
 Bayankhongor,30-34, Female,2010,84.4
 Bayankhongor,30-34, Female,2009,76.9
 Bayankhongor,35-39,Total,2025,86.2
 Bayankhongor,35-39,Total,2024,94.3
 Bayankhongor,35-39,Total,2023,90.9
 Bayankhongor,35-39,Total,2022,95.3
 Bayankhongor,35-39,Total,2021,88.7
 Bayankhongor,35-39,Total,2020,85.8
 Bayankhongor,35-39,Total,2019,80.2
 Bayankhongor,35-39,Total,2018,88.0
 Bayankhongor,35-39,Total,2017,90.4
 Bayankhongor,35-39,Total,2016,97.1
 Bayankhongor,35-39,Total,2015,92.1
 Bayankhongor,35-39,Total,2014,97.0
 Bayankhongor,35-39,Total,2013,90.1
 Bayankhongor,35-39,Total,2012,91.0
 Bayankhongor,35-39,Total,2011,87.6
 Bayankhongor,35-39,Total,2010,87.6
 Bayankhongor,35-39,Total,2009,86.0
 Bayankhongor,35-39, Male,2025,88.0
 Bayankhongor,35-39, Male,2024,98.8
 Bayankhongor,35-39, Male,2023,94.7
 Bayankhongor,35-39, Male,2022,98.0
 Bayankhongor,35-39, Male,2021,100.0
 Bayankhongor,35-39, Male,2020,90.4
 Bayankhongor,35-39, Male,2019,75.7
 Bayankhongor,35-39, Male,2018,91.8
 Bayankhongor,35-39, Male,2017,92.0
 Bayankhongor,35-39, Male,2016,100.0
 Bayankhongor,35-39, Male,2015,90.9
 Bayankhongor,35-39, Male,2014,96.9
 Bayankhongor,35-39, Male,2013,88.0
 Bayankhongor,35-39, Male,2012,93.0
 Bayankhongor,35-39, Male,2011,84.5
 Bayankhongor,35-39, Male,2010,91.3
 Bayankhongor,35-39, Male,2009,95.7
 Bayankhongor,35-39, Female,2025,84.4
 Bayankhongor,35-39, Female,2024,88.6
 Bayankhongor,35-39, Female,2023,86.8
 Bayankhongor,35-39, Female,2022,91.1
 Bayankhongor,35-39, Female,2021,75.9
 Bayankhongor,35-39, Female,2020,82.7
 Bayankhongor,35-39, Female,2019,85.2
 Bayankhongor,35-39, Female,2018,84.4
 Bayankhongor,35-39, Female,2017,88.9
 Bayankhongor,35-39, Female,2016,94.7
 Bayankhongor,35-39, Female,2015,93.1
 Bayankhongor,35-39, Female,2014,97.2
 Bayankhongor,35-39, Female,2013,92.0
 Bayankhongor,35-39, Female,2012,89.0
 Bayankhongor,35-39, Female,2011,90.3
 Bayankhongor,35-39, Female,2010,84.6
 Bayankhongor,35-39, Female,2009,77.4
 Bayankhongor,40-44,Total,2025,93.0
 Bayankhongor,40-44,Total,2024,87.6
 Bayankhongor,40-44,Total,2023,92.2
 Bayankhongor,40-44,Total,2022,95.2
 Bayankhongor,40-44,Total,2021,93.9
 Bayankhongor,40-44,Total,2020,93.1
 Bayankhongor,40-44,Total,2019,78.4
 Bayankhongor,40-44,Total,2018,92.5
 Bayankhongor,40-44,Total,2017,90.2
 Bayankhongor,40-44,Total,2016,94.8
 Bayankhongor,40-44,Total,2015,93.4
 Bayankhongor,40-44,Total,2014,96.0
 Bayankhongor,40-44,Total,2013,83.5
 Bayankhongor,40-44,Total,2012,86.7
 Bayankhongor,40-44,Total,2011,93.0
 Bayankhongor,40-44,Total,2010,87.4
 Bayankhongor,40-44,Total,2009,88.5
 Bayankhongor,40-44, Male,2025,92.6
 Bayankhongor,40-44, Male,2024,83.2
 Bayankhongor,40-44, Male,2023,90.9
 Bayankhongor,40-44, Male,2022,98.5
 Bayankhongor,40-44, Male,2021,86.5
 Bayankhongor,40-44, Male,2020,94.6
 Bayankhongor,40-44, Male,2019,84.1
 Bayankhongor,40-44, Male,2018,91.6
 Bayankhongor,40-44, Male,2017,92.4
 Bayankhongor,40-44, Male,2016,95.6
 Bayankhongor,40-44, Male,2015,98.1
 Bayankhongor,40-44, Male,2014,97.9
 Bayankhongor,40-44, Male,2013,83.0
 Bayankhongor,40-44, Male,2012,92.0
 Bayankhongor,40-44, Male,2011,95.0
 Bayankhongor,40-44, Male,2010,94.1
 Bayankhongor,40-44, Male,2009,86.9
 Bayankhongor,40-44, Female,2025,93.5
 Bayankhongor,40-44, Female,2024,91.0
 Bayankhongor,40-44, Female,2023,93.2
 Bayankhongor,40-44, Female,2022,93.0
 Bayankhongor,40-44, Female,2021,98.4
 Bayankhongor,40-44, Female,2020,90.8
 Bayankhongor,40-44, Female,2019,73.3
 Bayankhongor,40-44, Female,2018,93.2
 Bayankhongor,40-44, Female,2017,88.4
 Bayankhongor,40-44, Female,2016,93.8
 Bayankhongor,40-44, Female,2015,89.8
 Bayankhongor,40-44, Female,2014,94.2
 Bayankhongor,40-44, Female,2013,84.1
 Bayankhongor,40-44, Female,2012,82.7
 Bayankhongor,40-44, Female,2011,91.2
 Bayankhongor,40-44, Female,2010,81.8
 Bayankhongor,40-44, Female,2009,90.1
 Bayankhongor,45-49,Total,2025,91.1
 Bayankhongor,45-49,Total,2024,97.3
 Bayankhongor,45-49,Total,2023,89.1
 Bayankhongor,45-49,Total,2022,91.6
 Bayankhongor,45-49,Total,2021,96.6
 Bayankhongor,45-49,Total,2020,96.2
 Bayankhongor,45-49,Total,2019,93.8
 Bayankhongor,45-49,Total,2018,81.5
 Bayankhongor,45-49,Total,2017,91.6
 Bayankhongor,45-49,Total,2016,90.2
 Bayankhongor,45-49,Total,2015,95.1
 Bayankhongor,45-49,Total,2014,98.8
 Bayankhongor,45-49,Total,2013,86.5
 Bayankhongor,45-49,Total,2012,83.9
 Bayankhongor,45-49,Total,2011,86.8
 Bayankhongor,45-49,Total,2010,80.5
 Bayankhongor,45-49,Total,2009,83.6
 Bayankhongor,45-49, Male,2025,92.5
 Bayankhongor,45-49, Male,2024,95.0
 Bayankhongor,45-49, Male,2023,90.8
 Bayankhongor,45-49, Male,2022,88.2
 Bayankhongor,45-49, Male,2021,98.5
 Bayankhongor,45-49, Male,2020,95.3
 Bayankhongor,45-49, Male,2019,95.8
 Bayankhongor,45-49, Male,2018,77.9
 Bayankhongor,45-49, Male,2017,91.0
 Bayankhongor,45-49, Male,2016,93.8
 Bayankhongor,45-49, Male,2015,100.0
 Bayankhongor,45-49, Male,2014,100.0
 Bayankhongor,45-49, Male,2013,88.5
 Bayankhongor,45-49, Male,2012,84.0
 Bayankhongor,45-49, Male,2011,89.2
 Bayankhongor,45-49, Male,2010,82.4
 Bayankhongor,45-49, Male,2009,76.1
 Bayankhongor,45-49, Female,2025,90.2
 Bayankhongor,45-49, Female,2024,99.2
 Bayankhongor,45-49, Female,2023,87.3
 Bayankhongor,45-49, Female,2022,93.9
 Bayankhongor,45-49, Female,2021,94.5
 Bayankhongor,45-49, Female,2020,97.0
 Bayankhongor,45-49, Female,2019,91.8
 Bayankhongor,45-49, Female,2018,84.9
 Bayankhongor,45-49, Female,2017,92.2
 Bayankhongor,45-49, Female,2016,87.3
 Bayankhongor,45-49, Female,2015,89.1
 Bayankhongor,45-49, Female,2014,97.8
 Bayankhongor,45-49, Female,2013,84.8
 Bayankhongor,45-49, Female,2012,83.8
 Bayankhongor,45-49, Female,2011,84.6
 Bayankhongor,45-49, Female,2010,78.3
 Bayankhongor,45-49, Female,2009,89.7
 Bayankhongor,50-54,Total,2025,81.1
 Bayankhongor,50-54,Total,2024,89.4
 Bayankhongor,50-54,Total,2023,83.7
 Bayankhongor,50-54,Total,2022,72.7
 Bayankhongor,50-54,Total,2021,82.7
 Bayankhongor,50-54,Total,2020,81.0
 Bayankhongor,50-54,Total,2019,66.3
 Bayankhongor,50-54,Total,2018,75.1
 Bayankhongor,50-54,Total,2017,75.7
 Bayankhongor,50-54,Total,2016,81.3
 Bayankhongor,50-54,Total,2015,80.0
 Bayankhongor,50-54,Total,2014,79.9
 Bayankhongor,50-54,Total,2013,84.9
 Bayankhongor,50-54,Total,2012,76.6
 Bayankhongor,50-54,Total,2011,71.3
 Bayankhongor,50-54,Total,2010,78.9
 Bayankhongor,50-54,Total,2009,82.5
 Bayankhongor,50-54, Male,2025,85.3
 Bayankhongor,50-54, Male,2024,86.2
 Bayankhongor,50-54, Male,2023,86.4
 Bayankhongor,50-54, Male,2022,76.6
 Bayankhongor,50-54, Male,2021,91.9
 Bayankhongor,50-54, Male,2020,73.0
 Bayankhongor,50-54, Male,2019,69.4
 Bayankhongor,50-54, Male,2018,85.8
 Bayankhongor,50-54, Male,2017,86.5
 Bayankhongor,50-54, Male,2016,87.6
 Bayankhongor,50-54, Male,2015,96.6
 Bayankhongor,50-54, Male,2014,82.1
 Bayankhongor,50-54, Male,2013,87.4
 Bayankhongor,50-54, Male,2012,86.3
 Bayankhongor,50-54, Male,2011,71.7
 Bayankhongor,50-54, Male,2010,74.1
 Bayankhongor,50-54, Male,2009,89.2
 Bayankhongor,50-54, Female,2025,77.6
 Bayankhongor,50-54, Female,2024,91.9
 Bayankhongor,50-54, Female,2023,81.0
 Bayankhongor,50-54, Female,2022,68.9
 Bayankhongor,50-54, Female,2021,75.6
 Bayankhongor,50-54, Female,2020,89.4
 Bayankhongor,50-54, Female,2019,63.8
 Bayankhongor,50-54, Female,2018,64.0
 Bayankhongor,50-54, Female,2017,65.9
 Bayankhongor,50-54, Female,2016,72.9
 Bayankhongor,50-54, Female,2015,65.0
 Bayankhongor,50-54, Female,2014,77.7
 Bayankhongor,50-54, Female,2013,82.1
 Bayankhongor,50-54, Female,2012,67.5
 Bayankhongor,50-54, Female,2011,71.0
 Bayankhongor,50-54, Female,2010,83.9
 Bayankhongor,50-54, Female,2009,77.2
 Bayankhongor,55-59,Total,2025,53.3
 Bayankhongor,55-59,Total,2024,66.0
 Bayankhongor,55-59,Total,2023,67.8
 Bayankhongor,55-59,Total,2022,36.3
 Bayankhongor,55-59,Total,2021,24.0
 Bayankhongor,55-59,Total,2020,61.0
 Bayankhongor,55-59,Total,2019,45.7
 Bayankhongor,55-59,Total,2018,35.4
 Bayankhongor,55-59,Total,2017,40.6
 Bayankhongor,55-59,Total,2016,55.3
 Bayankhongor,55-59,Total,2015,50.4
 Bayankhongor,55-59,Total,2014,50.8
 Bayankhongor,55-59,Total,2013,55.2
 Bayankhongor,55-59,Total,2012,53.6
 Bayankhongor,55-59,Total,2011,49.6
 Bayankhongor,55-59,Total,2010,56.7
 Bayankhongor,55-59,Total,2009,74.4
 Bayankhongor,55-59, Male,2025,65.6
 Bayankhongor,55-59, Male,2024,78.9
 Bayankhongor,55-59, Male,2023,81.9
 Bayankhongor,55-59, Male,2022,68.9
 Bayankhongor,55-59, Male,2021,61.9
 Bayankhongor,55-59, Male,2020,70.7
 Bayankhongor,55-59, Male,2019,69.5
 Bayankhongor,55-59, Male,2018,60.8
 Bayankhongor,55-59, Male,2017,59.5
 Bayankhongor,55-59, Male,2016,71.3
 Bayankhongor,55-59, Male,2015,79.1
 Bayankhongor,55-59, Male,2014,72.7
 Bayankhongor,55-59, Male,2013,64.7
 Bayankhongor,55-59, Male,2012,74.0
 Bayankhongor,55-59, Male,2011,55.0
 Bayankhongor,55-59, Male,2010,60.4
 Bayankhongor,55-59, Male,2009,85.9
 Bayankhongor,55-59, Female,2025,42.3
 Bayankhongor,55-59, Female,2024,52.5
 Bayankhongor,55-59, Female,2023,58.2
 Bayankhongor,55-59, Female,2022,11.3
 Bayankhongor,55-59, Female,2021,12.9
 Bayankhongor,55-59, Female,2020,55.9
 Bayankhongor,55-59, Female,2019,29.8
 Bayankhongor,55-59, Female,2018,11.0
 Bayankhongor,55-59, Female,2017,29.2
 Bayankhongor,55-59, Female,2016,45.2
 Bayankhongor,55-59, Female,2015,34.1
 Bayankhongor,55-59, Female,2014,35.5
 Bayankhongor,55-59, Female,2013,48.2
 Bayankhongor,55-59, Female,2012,45.1
 Bayankhongor,55-59, Female,2011,44.2
 Bayankhongor,55-59, Female,2010,50.7
 Bayankhongor,55-59, Female,2009,56.8
 Bayankhongor,60-64,Total,2025,32.3
 Bayankhongor,60-64,Total,2024,27.5
 Bayankhongor,60-64,Total,2023,49.8
 Bayankhongor,60-64,Total,2022,48.5
 Bayankhongor,60-64,Total,2021,26.5
 Bayankhongor,60-64,Total,2020,23.5
 Bayankhongor,60-64,Total,2019,30.2
 Bayankhongor,60-64,Total,2018,6.7
 Bayankhongor,60-64,Total,2017,15.9
 Bayankhongor,60-64,Total,2016,36.0
 Bayankhongor,60-64,Total,2015,20.6
 Bayankhongor,60-64,Total,2014,11.3
 Bayankhongor,60-64,Total,2013,30.0
 Bayankhongor,60-64,Total,2012,38.3
 Bayankhongor,60-64,Total,2011,16.8
 Bayankhongor,60-64,Total,2010,37.1
 Bayankhongor,60-64,Total,2009,39.5
 Bayankhongor,60-64, Male,2025,35.9
 Bayankhongor,60-64, Male,2024,32.4
 Bayankhongor,60-64, Male,2023,57.2
 Bayankhongor,60-64, Male,2022,36.6
 Bayankhongor,60-64, Male,2021,34.8
 Bayankhongor,60-64, Male,2020,34.0
 Bayankhongor,60-64, Male,2019,50.5
 Bayankhongor,60-64, Male,2018,14.0
 Bayankhongor,60-64, Male,2017,17.9
 Bayankhongor,60-64, Male,2016,48.5
 Bayankhongor,60-64, Male,2015,26.9
 Bayankhongor,60-64, Male,2014,8.5
 Bayankhongor,60-64, Male,2013,37.3
 Bayankhongor,60-64, Male,2012,39.9
 Bayankhongor,60-64, Male,2011,10.7
 Bayankhongor,60-64, Male,2010,47.6
 Bayankhongor,60-64, Male,2009,80.3
 Bayankhongor,60-64, Female,2025,29.5
 Bayankhongor,60-64, Female,2024,24.5
 Bayankhongor,60-64, Female,2023,44.5
 Bayankhongor,60-64, Female,2022,65.0
 Bayankhongor,60-64, Female,2021,22.8
 Bayankhongor,60-64, Female,2020,21.0
 Bayankhongor,60-64, Female,2019,22.7
 Bayankhongor,60-64, Female,2018,3.3
 Bayankhongor,60-64, Female,2017,13.7
 Bayankhongor,60-64, Female,2016,22.6
 Bayankhongor,60-64, Female,2015,15.8
 Bayankhongor,60-64, Female,2014,12.8
 Bayankhongor,60-64, Female,2013,21.6
 Bayankhongor,60-64, Female,2012,37.1
 Bayankhongor,60-64, Female,2011,21.1
 Bayankhongor,60-64, Female,2010,29.4
 Bayankhongor,60-64, Female,2009,13.0
 Bayankhongor,65-69,Total,2025,36.9
 Bayankhongor,65-69,Total,2024,29.2
 Bayankhongor,65-69,Total,2023,38.4
 Bayankhongor,65-69,Total,2022,23.8
 Bayankhongor,65-69,Total,2021,28.7
 Bayankhongor,65-69,Total,2020,1.1
 Bayankhongor,65-69,Total,2019,0.0
 Bayankhongor,65-69,Total,2018,0.0
 Bayankhongor,65-69,Total,2017,17.4
 Bayankhongor,65-69,Total,2016,38.8
 Bayankhongor,65-69,Total,2015,12.6
 Bayankhongor,65-69,Total,2014,29.7
 Bayankhongor,65-69,Total,2013,46.6
 Bayankhongor,65-69,Total,2012,12.7
 Bayankhongor,65-69,Total,2011,0.0
 Bayankhongor,65-69,Total,2010,4.9
 Bayankhongor,65-69,Total,2009,17.4
 Bayankhongor,65-69, Male,2025,23.5
 Bayankhongor,65-69, Male,2024,31.0
 Bayankhongor,65-69, Male,2023,53.5
 Bayankhongor,65-69, Male,2022,90.3
 Bayankhongor,65-69, Male,2021,19.5
 Bayankhongor,65-69, Male,2020,0.0
 Bayankhongor,65-69, Male,2019,0.0
 Bayankhongor,65-69, Male,2018,0.0
 Bayankhongor,65-69, Male,2017,11.8
 Bayankhongor,65-69, Male,2016,42.3
 Bayankhongor,65-69, Male,2015,18.7
 Bayankhongor,65-69, Male,2014,32.3
 Bayankhongor,65-69, Male,2013,46.5
 Bayankhongor,65-69, Male,2012,12.5
 Bayankhongor,65-69, Male,2011,0.0
 Bayankhongor,65-69, Male,2010,15.5
 Bayankhongor,65-69, Male,2009,34.0
 Bayankhongor,65-69, Female,2025,46.0
 Bayankhongor,65-69, Female,2024,28.4
 Bayankhongor,65-69, Female,2023,20.4
 Bayankhongor,65-69, Female,2022,0.0
 Bayankhongor,65-69, Female,2021,36.7
 Bayankhongor,65-69, Female,2020,1.8
 Bayankhongor,65-69, Female,2019,0.0
 Bayankhongor,65-69, Female,2018,0.0
 Bayankhongor,65-69, Female,2017,20.4
 Bayankhongor,65-69, Female,2016,34.3
 Bayankhongor,65-69, Female,2015,7.7
 Bayankhongor,65-69, Female,2014,26.8
 Bayankhongor,65-69, Female,2013,46.6
 Bayankhongor,65-69, Female,2012,13.0
 Bayankhongor,65-69, Female,2011,0.0
 Bayankhongor,65-69, Female,2010,0.0
 Bayankhongor,65-69, Female,2009,0.0
 Bayankhongor,70+,Total,2025,25.1
 Bayankhongor,70+,Total,2024,14.3
 Bayankhongor,70+,Total,2023,25.2
 Bayankhongor,70+,Total,2022,12.9
 Bayankhongor,70+,Total,2021,2.8
 Bayankhongor,70+,Total,2020,0.0
 Bayankhongor,70+,Total,2019,0.0
 Bayankhongor,70+,Total,2018,0.0
 Bayankhongor,70+,Total,2017,0.0
 Bayankhongor,70+,Total,2016,28.1
 Bayankhongor,70+,Total,2015,5.2
 Bayankhongor,70+,Total,2014,3.6
 Bayankhongor,70+,Total,2013,5.7
 Bayankhongor,70+,Total,2012,12.5
 Bayankhongor,70+,Total,2011,13.3
 Bayankhongor,70+,Total,2010,7.1
 Bayankhongor,70+,Total,2009,5.8
 Bayankhongor,70+, Male,2025,32.4
 Bayankhongor,70+, Male,2024,40.6
 Bayankhongor,70+, Male,2023,27.3
 Bayankhongor,70+, Male,2022,16.4
 Bayankhongor,70+, Male,2021,4.8
 Bayankhongor,70+, Male,2020,0.0
 Bayankhongor,70+, Male,2019,0.0
 Bayankhongor,70+, Male,2018,0.0
 Bayankhongor,70+, Male,2017,0.0
 Bayankhongor,70+, Male,2016,23.1
 Bayankhongor,70+, Male,2015,0.0
 Bayankhongor,70+, Male,2014,0.0
 Bayankhongor,70+, Male,2013,0.0
 Bayankhongor,70+, Male,2012,19.7
 Bayankhongor,70+, Male,2011,23.0
 Bayankhongor,70+, Male,2010,16.6
 Bayankhongor,70+, Male,2009,11.0
 Bayankhongor,70+, Female,2025,21.7
 Bayankhongor,70+, Female,2024,1.0
 Bayankhongor,70+, Female,2023,23.5
 Bayankhongor,70+, Female,2022,7.8
 Bayankhongor,70+, Female,2021,0.0
 Bayankhongor,70+, Female,2020,0.0
 Bayankhongor,70+, Female,2019,0.0
 Bayankhongor,70+, Female,2018,0.0
 Bayankhongor,70+, Female,2017,0.0
 Bayankhongor,70+, Female,2016,31.9
 Bayankhongor,70+, Female,2015,8.2
 Bayankhongor,70+, Female,2014,4.6
 Bayankhongor,70+, Female,2013,9.2
 Bayankhongor,70+, Female,2012,4.9
 Bayankhongor,70+, Female,2011,5.9
 Bayankhongor,70+, Female,2010,0.0
 Bayankhongor,70+, Female,2009,0.0
 Uvurkhangai,Total,Total,2025,75.1
 Uvurkhangai,Total,Total,2024,74.6
 Uvurkhangai,Total,Total,2023,64.8
 Uvurkhangai,Total,Total,2022,72.3
 Uvurkhangai,Total,Total,2021,70.3
 Uvurkhangai,Total,Total,2020,65.6
 Uvurkhangai,Total,Total,2019,73.8
 Uvurkhangai,Total,Total,2018,74.3
 Uvurkhangai,Total,Total,2017,77.2
 Uvurkhangai,Total,Total,2016,75.5
 Uvurkhangai,Total,Total,2015,72.9
 Uvurkhangai,Total,Total,2014,75.3
 Uvurkhangai,Total,Total,2013,77.3
 Uvurkhangai,Total,Total,2012,75.6
 Uvurkhangai,Total,Total,2011,64.0
 Uvurkhangai,Total,Total,2010,71.1
 Uvurkhangai,Total,Total,2009,74.0
 Uvurkhangai,Total, Male,2025,84.6
 Uvurkhangai,Total, Male,2024,80.2
 Uvurkhangai,Total, Male,2023,73.2
 Uvurkhangai,Total, Male,2022,81.8
 Uvurkhangai,Total, Male,2021,78.3
 Uvurkhangai,Total, Male,2020,71.0
 Uvurkhangai,Total, Male,2019,77.7
 Uvurkhangai,Total, Male,2018,80.9
 Uvurkhangai,Total, Male,2017,81.0
 Uvurkhangai,Total, Male,2016,79.9
 Uvurkhangai,Total, Male,2015,75.5
 Uvurkhangai,Total, Male,2014,78.4
 Uvurkhangai,Total, Male,2013,83.3
 Uvurkhangai,Total, Male,2012,82.7
 Uvurkhangai,Total, Male,2011,70.4
 Uvurkhangai,Total, Male,2010,76.5
 Uvurkhangai,Total, Male,2009,77.4
 Uvurkhangai,Total, Female,2025,65.8
 Uvurkhangai,Total, Female,2024,69.3
 Uvurkhangai,Total, Female,2023,57.7
 Uvurkhangai,Total, Female,2022,63.8
 Uvurkhangai,Total, Female,2021,62.9
 Uvurkhangai,Total, Female,2020,60.1
 Uvurkhangai,Total, Female,2019,69.6
 Uvurkhangai,Total, Female,2018,68.1
 Uvurkhangai,Total, Female,2017,73.2
 Uvurkhangai,Total, Female,2016,71.1
 Uvurkhangai,Total, Female,2015,70.4
 Uvurkhangai,Total, Female,2014,72.3
 Uvurkhangai,Total, Female,2013,72.0
 Uvurkhangai,Total, Female,2012,68.7
 Uvurkhangai,Total, Female,2011,58.0
 Uvurkhangai,Total, Female,2010,65.8
 Uvurkhangai,Total, Female,2009,70.7
 Uvurkhangai,15-19,Total,2025,17.5
 Uvurkhangai,15-19,Total,2024,19.7
 Uvurkhangai,15-19,Total,2023,21.4
 Uvurkhangai,15-19,Total,2022,10.7
 Uvurkhangai,15-19,Total,2021,12.1
 Uvurkhangai,15-19,Total,2020,19.5
 Uvurkhangai,15-19,Total,2019,19.6
 Uvurkhangai,15-19,Total,2018,24.4
 Uvurkhangai,15-19,Total,2017,28.9
 Uvurkhangai,15-19,Total,2016,23.4
 Uvurkhangai,15-19,Total,2015,25.7
 Uvurkhangai,15-19,Total,2014,28.8
 Uvurkhangai,15-19,Total,2013,37.0
 Uvurkhangai,15-19,Total,2012,47.2
 Uvurkhangai,15-19,Total,2011,26.1
 Uvurkhangai,15-19,Total,2010,32.9
 Uvurkhangai,15-19,Total,2009,42.4
 Uvurkhangai,15-19, Male,2025,30.5
 Uvurkhangai,15-19, Male,2024,32.6
 Uvurkhangai,15-19, Male,2023,31.3
 Uvurkhangai,15-19, Male,2022,16.0
 Uvurkhangai,15-19, Male,2021,16.9
 Uvurkhangai,15-19, Male,2020,27.9
 Uvurkhangai,15-19, Male,2019,22.8
 Uvurkhangai,15-19, Male,2018,34.7
 Uvurkhangai,15-19, Male,2017,31.9
 Uvurkhangai,15-19, Male,2016,29.4
 Uvurkhangai,15-19, Male,2015,30.0
 Uvurkhangai,15-19, Male,2014,31.1
 Uvurkhangai,15-19, Male,2013,39.8
 Uvurkhangai,15-19, Male,2012,56.9
 Uvurkhangai,15-19, Male,2011,32.0
 Uvurkhangai,15-19, Male,2010,41.5
 Uvurkhangai,15-19, Male,2009,50.9
 Uvurkhangai,15-19, Female,2025,5.9
 Uvurkhangai,15-19, Female,2024,3.6
 Uvurkhangai,15-19, Female,2023,13.8
 Uvurkhangai,15-19, Female,2022,2.1
 Uvurkhangai,15-19, Female,2021,5.9
 Uvurkhangai,15-19, Female,2020,5.4
 Uvurkhangai,15-19, Female,2019,11.7
 Uvurkhangai,15-19, Female,2018,13.3
 Uvurkhangai,15-19, Female,2017,24.1
 Uvurkhangai,15-19, Female,2016,16.5
 Uvurkhangai,15-19, Female,2015,18.7
 Uvurkhangai,15-19, Female,2014,25.4
 Uvurkhangai,15-19, Female,2013,34.3
 Uvurkhangai,15-19, Female,2012,36.1
 Uvurkhangai,15-19, Female,2011,20.6
 Uvurkhangai,15-19, Female,2010,25.2
 Uvurkhangai,15-19, Female,2009,33.8
 Uvurkhangai,20-24,Total,2025,79.0
 Uvurkhangai,20-24,Total,2024,84.2
 Uvurkhangai,20-24,Total,2023,57.3
 Uvurkhangai,20-24,Total,2022,59.8
 Uvurkhangai,20-24,Total,2021,56.9
 Uvurkhangai,20-24,Total,2020,57.3
 Uvurkhangai,20-24,Total,2019,90.4
 Uvurkhangai,20-24,Total,2018,72.8
 Uvurkhangai,20-24,Total,2017,84.2
 Uvurkhangai,20-24,Total,2016,89.5
 Uvurkhangai,20-24,Total,2015,76.4
 Uvurkhangai,20-24,Total,2014,80.9
 Uvurkhangai,20-24,Total,2013,81.7
 Uvurkhangai,20-24,Total,2012,75.2
 Uvurkhangai,20-24,Total,2011,68.2
 Uvurkhangai,20-24,Total,2010,81.8
