Indicator,Region,Month,value
Hay bale,Arkhangai,2019-11,7500.0
Hay bale,Arkhangai,2019-10,7500.0
Hay bale,Arkhangai,2019-09,6000.0
Hay bale,Arkhangai,2019-08,6000.0
Hay bale,Arkhangai,2019-07,
Hay bale,Arkhangai,2019-06,5000.0
Hay bale,Arkhangai,2019-05,8000.0
Hay bale,Arkhangai,2019-04,6500.0
Hay bale,Arkhangai,2019-03,7100.0
Hay bale,Arkhangai,2019-02,7300.0
Hay bale,Arkhangai,2019-01,9000.0
Hay bale,Arkhangai,2018-12,9200.0
Hay bale,Bayankhongor,2025-12,18000.0
Hay bale,Bayankhongor,2025-11,18667.0
Hay bale,Bayankhongor,2025-10,
Hay bale,Bayankhongor,2025-09,18000.0
Hay bale,Bayankhongor,2025-08,
Hay bale,Bayankhongor,2025-07,
Hay bale,Bayankhongor,2025-06,
Hay bale,Bayankhongor,2025-05,10000.0
Hay bale,Bayankhongor,2025-04,17667.0
Hay bale,Bayankhongor,2025-03,14107.0
Hay bale,Bayankhongor,2025-02,16000.0
Hay bale,Bayankhongor,2025-01,13500.0
Hay bale,Bayankhongor,2024-12,19000.0
Hay bale,Bayankhongor,2024-11,18000.0
Hay bale,Bayankhongor,2024-10,20000.0
Hay bale,Bayankhongor,2024-09,17000.0
Hay bale,Bayankhongor,2024-08,
Hay bale,Bayankhongor,2024-07,
Hay bale,Bayankhongor,2024-06,
Hay bale,Bayankhongor,2024-05,24000.0
Hay bale,Bayankhongor,2024-04,20909.0
Hay bale,Bayankhongor,2024-03,25737.0
Hay bale,Bayankhongor,2024-02,25579.0
Hay bale,Bayankhongor,2024-01,21412.0
Hay bale,Bayankhongor,2023-12,19821.0
Hay bale,Bayankhongor,2023-11,18000.0
Hay bale,Bayankhongor,2023-10,18667.0
Hay bale,Bayankhongor,2023-09,
Hay bale,Bayankhongor,2023-08,
Hay bale,Bayankhongor,2023-07,
Hay bale,Bayankhongor,2023-06,
Hay bale,Bayankhongor,2023-05,
Hay bale,Bayankhongor,2023-04,19100.0
Hay bale,Bayankhongor,2023-03,17040.0
Hay bale,Bayankhongor,2023-02,15842.0
Hay bale,Bayankhongor,2023-01,17200.0
Hay bale,Bayankhongor,2022-12,16400.0
Hay bale,Bayankhongor,2022-11,15200.0
Hay bale,Bayankhongor,2022-10,16875.0
Hay bale,Bayankhongor,2022-09,13000.0
Hay bale,Bayankhongor,2022-08,
Hay bale,Bayankhongor,2022-07,
Hay bale,Bayankhongor,2022-06,
Hay bale,Bayankhongor,2022-05,
Hay bale,Bayankhongor,2022-04,10250.0
Hay bale,Bayankhongor,2022-03,
Hay bale,Bayankhongor,2022-02,9500.0
Hay bale,Bayankhongor,2022-01,9000.0
Hay bale,Bayankhongor,2021-12,11000.0
Hay bale,Bayankhongor,2021-11,22000.0
Hay bale,Bayankhongor,2021-10,10000.0
Hay bale,Bayankhongor,2021-09,
Hay bale,Bayankhongor,2021-08,
Hay bale,Bayankhongor,2021-07,
Hay bale,Bayankhongor,2021-06,
Hay bale,Bayankhongor,2021-05,13000.0
Hay bale,Bayankhongor,2021-04,13350.0
Hay bale,Bayankhongor,2021-03,12238.0
Hay bale,Bayankhongor,2021-02,11660.0
Hay bale,Bayankhongor,2021-01,13660.0
Hay bale,Bayankhongor,2020-12,14615.0
Hay bale,Bayankhongor,2020-11,14400.0
Hay bale,Bayankhongor,2020-10,13750.0
Hay bale,Bayankhongor,2020-09,13400.0
Hay bale,Bayankhongor,2020-08,
Hay bale,Bayankhongor,2020-07,
Hay bale,Bayankhongor,2020-06,
Hay bale,Bayankhongor,2020-05,12250.0
Hay bale,Bayankhongor,2020-04,11438.0
Hay bale,Bayankhongor,2020-03,10823.0
Hay bale,Bayankhongor,2020-02,10979.0
Hay bale,Bayankhongor,2020-01,10900.0
Hay bale,Bayankhongor,2019-12,9750.0
Hay bale,Bayankhongor,2019-11,7000.0
Hay bale,Bayankhongor,2019-10,11000.0
Hay bale,Bayankhongor,2019-09,
Hay bale,Bayankhongor,2019-08,
Hay bale,Bayankhongor,2019-07,
Hay bale,Bayankhongor,2019-06,
Hay bale,Bayankhongor,2019-05,10400.0
Hay bale,Bayankhongor,2019-04,10200.0
Hay bale,Bayankhongor,2019-03,9900.0
Hay bale,Bayankhongor,2019-02,10300.0
Hay bale,Bayankhongor,2019-01,10600.0
Hay bale,Bayankhongor,2018-12,9600.0
Hay bale,Bulgan,2025-12,13000.0
Hay bale,Bulgan,2025-11,11938.0
Hay bale,Bulgan,2025-10,
Hay bale,Bulgan,2025-09,11400.0
Hay bale,Bulgan,2025-08,
Hay bale,Bulgan,2025-07,
Hay bale,Bulgan,2025-06,
Hay bale,Bulgan,2025-05,
Hay bale,Bulgan,2025-04,11889.0
Hay bale,Bulgan,2025-03,8667.0
Hay bale,Bulgan,2025-02,9500.0
Hay bale,Bulgan,2025-01,12250.0
Hay bale,Bulgan,2024-12,11833.0
Hay bale,Bulgan,2024-11,11800.0
Hay bale,Bulgan,2024-10,10400.0
Hay bale,Bulgan,2024-09,9429.0
Hay bale,Bulgan,2024-08,
Hay bale,Bulgan,2024-07,
Hay bale,Bulgan,2024-06,10000.0
Hay bale,Bulgan,2024-05,
Hay bale,Bulgan,2024-04,12500.0
Hay bale,Bulgan,2024-03,15786.0
Hay bale,Bulgan,2024-02,15900.0
Hay bale,Bulgan,2024-01,11958.0
Hay bale,Bulgan,2023-12,10227.0
Hay bale,Bulgan,2023-11,10889.0
Hay bale,Bulgan,2023-10,9100.0
Hay bale,Bulgan,2023-09,7714.0
Hay bale,Bulgan,2023-08,14500.0
Hay bale,Bulgan,2023-07,
Hay bale,Bulgan,2023-06,
Hay bale,Bulgan,2023-05,22500.0
Hay bale,Bulgan,2023-04,20722.0
Hay bale,Bulgan,2023-03,12595.0
Hay bale,Bulgan,2023-02,12173.0
Hay bale,Bulgan,2023-01,11050.0
Hay bale,Bulgan,2022-12,10800.0
Hay bale,Bulgan,2022-11,9400.0
Hay bale,Bulgan,2022-10,8833.0
Hay bale,Bulgan,2022-09,7750.0
Hay bale,Bulgan,2022-08,7875.0
Hay bale,Bulgan,2022-07,7875.0
Hay bale,Bulgan,2022-06,6750.0
Hay bale,Bulgan,2022-05,6125.0
Hay bale,Bulgan,2022-04,6188.0
Hay bale,Bulgan,2022-03,7071.0
Hay bale,Bulgan,2022-02,7563.0
Hay bale,Bulgan,2022-01,7200.0
Hay bale,Bulgan,2021-12,7278.0
Hay bale,Bulgan,2021-11,7100.0
Hay bale,Bulgan,2021-10,7100.0
Hay bale,Bulgan,2021-09,7357.0
Hay bale,Bulgan,2021-08,11250.0
Hay bale,Bulgan,2021-07,9750.0
Hay bale,Bulgan,2021-06,11500.0
Hay bale,Bulgan,2021-05,12125.0
Hay bale,Bulgan,2021-04,9938.0
Hay bale,Bulgan,2021-03,9222.0
Hay bale,Bulgan,2021-02,10222.0
Hay bale,Bulgan,2021-01,10400.0
Hay bale,Bulgan,2020-12,11429.0
Hay bale,Bulgan,2020-11,11200.0
Hay bale,Bulgan,2020-10,9250.0
Hay bale,Bulgan,2020-09,7286.0
Hay bale,Bulgan,2020-08,9550.0
Hay bale,Bulgan,2020-07,5625.0
Hay bale,Bulgan,2020-06,7588.0
Hay bale,Bulgan,2020-05,8693.0
Hay bale,Bulgan,2020-04,8594.0
Hay bale,Bulgan,2020-03,9729.0
Hay bale,Bulgan,2020-02,7943.0
Hay bale,Bulgan,2020-01,7600.0
Hay bale,Bulgan,2019-12,6250.0
Hay bale,Bulgan,2019-11,6614.0
Hay bale,Bulgan,2019-10,6200.0
Hay bale,Bulgan,2019-09,6100.0
Hay bale,Bulgan,2019-08,
Hay bale,Bulgan,2019-07,
Hay bale,Bulgan,2019-06,4000.0
Hay bale,Bulgan,2019-05,2700.0
Hay bale,Bulgan,2019-04,3800.0
Hay bale,Bulgan,2019-03,3800.0
Hay bale,Bulgan,2019-02,4600.0
Hay bale,Bulgan,2019-01,5000.0
Hay bale,Bulgan,2018-12,5300.0
Hay bale,Uvurkhangai,2025-12,15000.0
Hay bale,Uvurkhangai,2025-11,15000.0
Hay bale,Uvurkhangai,2025-10,
Hay bale,Uvurkhangai,2025-09,16333.0
Hay bale,Uvurkhangai,2025-08,15000.0
Hay bale,Uvurkhangai,2025-07,
Hay bale,Uvurkhangai,2025-06,11500.0
Hay bale,Uvurkhangai,2025-05,16000.0
Hay bale,Uvurkhangai,2025-04,15500.0
Hay bale,Uvurkhangai,2025-03,13000.0
Hay bale,Uvurkhangai,2025-02,12000.0
Hay bale,Uvurkhangai,2025-01,10000.0
Hay bale,Uvurkhangai,2024-12,12000.0
Hay bale,Uvurkhangai,2024-11,6000.0
Hay bale,Uvurkhangai,2024-10,6000.0
Hay bale,Uvurkhangai,2024-09,
Hay bale,Uvurkhangai,2024-08,
Hay bale,Uvurkhangai,2024-07,
Hay bale,Uvurkhangai,2024-06,
Hay bale,Uvurkhangai,2024-05,
Hay bale,Uvurkhangai,2024-04,18500.0
Hay bale,Uvurkhangai,2024-03,18000.0
Hay bale,Uvurkhangai,2024-02,18000.0
Hay bale,Uvurkhangai,2024-01,18000.0
Hay bale,Uvurkhangai,2023-12,12000.0
Hay bale,Uvurkhangai,2023-11,9000.0
Hay bale,Uvurkhangai,2023-10,8000.0
Hay bale,Uvurkhangai,2023-09,18000.0
Hay bale,Uvurkhangai,2023-08,18000.0
Hay bale,Uvurkhangai,2023-07,18000.0
Hay bale,Uvurkhangai,2023-06,18000.0
Hay bale,Uvurkhangai,2023-05,18000.0
Hay bale,Uvurkhangai,2023-04,18000.0
Hay bale,Uvurkhangai,2023-03,8000.0
Hay bale,Uvurkhangai,2023-02,8000.0
Hay bale,Uvurkhangai,2023-01,8000.0
Hay bale,Uvurkhangai,2022-12,8000.0
Hay bale,Uvurkhangai,2022-11,6000.0
Hay bale,Uvurkhangai,2022-10,6000.0
Hay bale,Uvurkhangai,2022-09,4500.0
Hay bale,Uvurkhangai,2022-08,
Hay bale,Uvurkhangai,2022-07,
Hay bale,Uvurkhangai,2022-06,
Hay bale,Uvurkhangai,2022-05,
Hay bale,Uvurkhangai,2022-04,
Hay bale,Uvurkhangai,2022-03,5000.0
Hay bale,Uvurkhangai,2022-02,6500.0
Hay bale,Uvurkhangai,2022-01,6500.0
Hay bale,Uvurkhangai,2021-12,6000.0
Hay bale,Uvurkhangai,2021-11,6000.0
Hay bale,Uvurkhangai,2021-10,
Hay bale,Uvurkhangai,2021-09,
Hay bale,Uvurkhangai,2021-08,
Hay bale,Uvurkhangai,2021-07,
Hay bale,Uvurkhangai,2021-06,
Hay bale,Uvurkhangai,2021-05,
Hay bale,Uvurkhangai,2021-04,
Hay bale,Uvurkhangai,2021-03,
Hay bale,Uvurkhangai,2021-02,
Hay bale,Uvurkhangai,2021-01,
Hay bale,Uvurkhangai,2020-12,
Hay bale,Uvurkhangai,2020-11,
Hay bale,Uvurkhangai,2020-10,15000.0
Hay bale,Uvurkhangai,2020-09,
Hay bale,Uvurkhangai,2020-08,
Hay bale,Uvurkhangai,2020-07,
Hay bale,Uvurkhangai,2020-06,
Hay bale,Uvurkhangai,2020-05,9000.0
Hay bale,Uvurkhangai,2020-04,9000.0
Hay bale,Uvurkhangai,2020-03,9000.0
Hay bale,Uvurkhangai,2020-02,8500.0
Hay bale,Uvurkhangai,2020-01,6500.0
Hay bale,Uvurkhangai,2019-12,6500.0
Hay bale,Uvurkhangai,2019-11,6500.0
Hay bale,Uvurkhangai,2019-10,6000.0
Hay bale,Uvurkhangai,2019-09,5500.0
Hay bale,Uvurkhangai,2019-08,
Hay bale,Uvurkhangai,2019-07,
Hay bale,Uvurkhangai,2019-06,
Hay bale,Uvurkhangai,2019-05,
Hay bale,Uvurkhangai,2019-04,3000.0
Hay bale,Uvurkhangai,2019-03,4500.0
Hay bale,Uvurkhangai,2019-02,5000.0
Hay bale,Uvurkhangai,2019-01,5500.0
Hay bale,Uvurkhangai,2018-12,5000.0
Hay bale,Khuvsgul,2025-12,16000.0
Hay bale,Khuvsgul,2025-11,15714.0
Hay bale,Khuvsgul,2025-10,
Hay bale,Khuvsgul,2025-09,
Hay bale,Khuvsgul,2025-08,
Hay bale,Khuvsgul,2025-07,
Hay bale,Khuvsgul,2025-06,
Hay bale,Khuvsgul,2025-05,
Hay bale,Khuvsgul,2025-04,
Hay bale,Khuvsgul,2025-03,9667.0
Hay bale,Khuvsgul,2025-02,14125.0
Hay bale,Khuvsgul,2025-01,12667.0
Hay bale,Khuvsgul,2024-12,13750.0
Hay bale,Khuvsgul,2024-11,14000.0
Hay bale,Khuvsgul,2024-10,13400.0
Hay bale,Khuvsgul,2024-09,12500.0
Hay bale,Khuvsgul,2024-08,
Hay bale,Khuvsgul,2024-07,
Hay bale,Khuvsgul,2024-06,
Hay bale,Khuvsgul,2024-05,
Hay bale,Khuvsgul,2024-04,21000.0
Hay bale,Khuvsgul,2024-03,19500.0
Hay bale,Khuvsgul,2024-02,18750.0
Hay bale,Khuvsgul,2024-01,17500.0
Hay bale,Khuvsgul,2023-12,16333.0
Hay bale,Khuvsgul,2023-11,14667.0
Hay bale,Khuvsgul,2023-10,12429.0
Hay bale,Khuvsgul,2023-09,12000.0
Hay bale,Khuvsgul,2023-08,
Hay bale,Khuvsgul,2023-07,
Hay bale,Khuvsgul,2023-06,11750.0
Hay bale,Khuvsgul,2023-05,15000.0
Hay bale,Khuvsgul,2023-04,17200.0
Hay bale,Khuvsgul,2023-03,16857.0
Hay bale,Khuvsgul,2023-02,17500.0
Hay bale,Khuvsgul,2023-01,14000.0
Hay bale,Khuvsgul,2022-12,13000.0
Hay bale,Khuvsgul,2022-11,12900.0
Hay bale,Khuvsgul,2022-10,13500.0
Hay bale,Khuvsgul,2022-09,14000.0
Hay bale,Khuvsgul,2022-08,7000.0
Hay bale,Khuvsgul,2022-07,5500.0
Hay bale,Khuvsgul,2022-06,5500.0
Hay bale,Khuvsgul,2022-05,5000.0
Hay bale,Khuvsgul,2022-04,5667.0
Hay bale,Khuvsgul,2022-03,7100.0
Hay bale,Khuvsgul,2022-02,8375.0
Hay bale,Khuvsgul,2022-01,8200.0
Hay bale,Khuvsgul,2021-12,7917.0
Hay bale,Khuvsgul,2021-11,8600.0
Hay bale,Khuvsgul,2021-10,8688.0
Hay bale,Khuvsgul,2021-09,12000.0
Hay bale,Khuvsgul,2021-08,15000.0
Hay bale,Khuvsgul,2021-07,13500.0
Hay bale,Khuvsgul,2021-06,12667.0
Hay bale,Khuvsgul,2021-05,11750.0
Hay bale,Khuvsgul,2021-04,12179.0
Hay bale,Khuvsgul,2021-03,11393.0
Hay bale,Khuvsgul,2021-02,12794.0
Hay bale,Khuvsgul,2021-01,13647.0
Hay bale,Khuvsgul,2020-12,13143.0
Hay bale,Khuvsgul,2020-11,12571.0
Hay bale,Khuvsgul,2020-10,12333.0
Hay bale,Khuvsgul,2020-09,12000.0
Hay bale,Khuvsgul,2020-08,
Hay bale,Khuvsgul,2020-07,10000.0
Hay bale,Khuvsgul,2020-06,11250.0
Hay bale,Khuvsgul,2020-05,12625.0
Hay bale,Khuvsgul,2020-04,11375.0
Hay bale,Khuvsgul,2020-03,12500.0
Hay bale,Khuvsgul,2020-02,11571.0
Hay bale,Khuvsgul,2020-01,11000.0
Hay bale,Khuvsgul,2019-12,11313.0
Hay bale,Khuvsgul,2019-11,11000.0
Hay bale,Khuvsgul,2019-10,10500.0
Hay bale,Khuvsgul,2019-09,10500.0
Hay bale,Khuvsgul,2019-08,
Hay bale,Khuvsgul,2019-07,
Hay bale,Khuvsgul,2019-06,10250.0
Hay bale,Khuvsgul,2019-05,9200.0
Hay bale,Khuvsgul,2019-04,9000.0
Hay bale,Khuvsgul,2019-03,8600.0
Hay bale,Khuvsgul,2019-02,9700.0
Hay bale,Khuvsgul,2019-01,9200.0
Hay bale,Khuvsgul,2018-12,9000.0
Hay bale,Orkhon,2025-12,18000.0
Hay bale,Orkhon,2025-11,
Hay bale,Orkhon,2025-10,
Hay bale,Orkhon,2025-09,12000.0
Hay bale,Orkhon,2025-08,12000.0
Hay bale,Orkhon,2025-07,15000.0
Hay bale,Orkhon,2025-06,15000.0
Hay bale,Orkhon,2025-05,
Hay bale,Orkhon,2025-04,15000.0
Hay bale,Orkhon,2025-03,7500.0
Hay bale,Orkhon,2025-02,11000.0
Hay bale,Orkhon,2025-01,11000.0
Hay bale,Orkhon,2024-12,
Hay bale,Orkhon,2024-11,
Hay bale,Orkhon,2024-10,
Hay bale,Orkhon,2024-09,
Hay bale,Orkhon,2024-08,
Hay bale,Orkhon,2024-07,
Hay bale,Orkhon,2024-06,
Hay bale,Orkhon,2024-05,
Hay bale,Orkhon,2024-04,
Hay bale,Orkhon,2024-03,
Hay bale,Orkhon,2024-02,
Hay bale,Orkhon,2024-01,
Hay bale,Orkhon,2023-12,16000.0
Hay bale,Orkhon,2023-11,8000.0
Hay bale,Orkhon,2023-10,
Hay bale,Orkhon,2023-09,
Hay bale,Orkhon,2023-08,
Hay bale,Orkhon,2023-07,
Hay bale,Orkhon,2023-06,
Hay bale,Orkhon,2023-05,28000.0
Hay bale,Orkhon,2023-04,26000.0
Hay bale,Orkhon,2023-03,18667.0
Hay bale,Orkhon,2023-02,19000.0
Hay bale,Orkhon,2023-01,22000.0
Hay bale,Orkhon,2022-12,12500.0
Hay bale,Orkhon,2022-11,18000.0
Hay bale,Orkhon,2022-10,14250.0
Hay bale,Orkhon,2022-09,10000.0
Hay bale,Orkhon,2022-08,
Hay bale,Orkhon,2022-07,
Hay bale,Orkhon,2022-06,
Hay bale,Orkhon,2022-05,
Hay bale,Orkhon,2022-04,
Hay bale,Orkhon,2022-03,8667.0
Hay bale,Orkhon,2022-02,9000.0
Hay bale,Orkhon,2022-01,8000.0
Hay bale,Orkhon,2021-12,12000.0
Hay bale,Orkhon,2021-11,10000.0
Hay bale,Orkhon,2021-10,12000.0
Hay bale,Orkhon,2021-09,
Hay bale,Orkhon,2021-08,
Hay bale,Orkhon,2021-07,
Hay bale,Orkhon,2021-06,
Hay bale,Orkhon,2021-05,13333.0
Hay bale,Orkhon,2021-04,11750.0
Hay bale,Orkhon,2021-03,12200.0
Hay bale,Orkhon,2021-02,12500.0
Hay bale,Orkhon,2021-01,10000.0
Hay bale,Orkhon,2020-12,14000.0
Hay bale,Orkhon,2020-11,8000.0
Hay bale,Orkhon,2020-10,8000.0
Hay bale,Orkhon,2020-09,
Hay bale,Orkhon,2020-08,
Hay bale,Orkhon,2020-07,
Hay bale,Orkhon,2020-06,
Hay bale,Orkhon,2020-05,13000.0
Hay bale,Orkhon,2020-04,11500.0
Hay bale,Orkhon,2020-03,9750.0
Hay bale,Orkhon,2020-02,10333.0
Hay bale,Orkhon,2020-01,9700.0
Hay bale,Orkhon,2019-12,
Hay bale,Orkhon,2019-11,
Hay bale,Orkhon,2019-10,
Hay bale,Orkhon,2019-09,
Hay bale,Orkhon,2019-08,7500.0
Hay bale,Orkhon,2019-07,
Hay bale,Orkhon,2019-06,
Hay bale,Orkhon,2019-05,7000.0
Hay bale,Orkhon,2019-04,6100.0
Hay bale,Orkhon,2019-03,7100.0
Hay bale,Orkhon,2019-02,8000.0
Hay bale,Orkhon,2019-01,7000.0
Hay bale,Orkhon,2018-12,
Hay bale,Central region,2025-12,
Hay bale,Central region,2025-11,
Hay bale,Central region,2025-10,
Hay bale,Central region,2025-09,
Hay bale,Central region,2025-08,
Hay bale,Central region,2025-07,
Hay bale,Central region,2025-06,
Hay bale,Central region,2025-05,
Hay bale,Central region,2025-04,
Hay bale,Central region,2025-03,
Hay bale,Central region,2025-02,
Hay bale,Central region,2025-01,
Hay bale,Central region,2024-12,
Hay bale,Central region,2024-11,
Hay bale,Central region,2024-10,
Hay bale,Central region,2024-09,
Hay bale,Central region,2024-08,
Hay bale,Central region,2024-07,
Hay bale,Central region,2024-06,
Hay bale,Central region,2024-05,
Hay bale,Central region,2024-04,
Hay bale,Central region,2024-03,
Hay bale,Central region,2024-02,
Hay bale,Central region,2024-01,
Hay bale,Central region,2023-12,
Hay bale,Central region,2023-11,
Hay bale,Central region,2023-10,
Hay bale,Central region,2023-09,
Hay bale,Central region,2023-08,
Hay bale,Central region,2023-07,
Hay bale,Central region,2023-06,
Hay bale,Central region,2023-05,
Hay bale,Central region,2023-04,
Hay bale,Central region,2023-03,
Hay bale,Central region,2023-02,
Hay bale,Central region,2023-01,
Hay bale,Central region,2022-12,
Hay bale,Central region,2022-11,
Hay bale,Central region,2022-10,
Hay bale,Central region,2022-09,
Hay bale,Central region,2022-08,
Hay bale,Central region,2022-07,
Hay bale,Central region,2022-06,
Hay bale,Central region,2022-05,
Hay bale,Central region,2022-04,
Hay bale,Central region,2022-03,
Hay bale,Central region,2022-02,
Hay bale,Central region,2022-01,
Hay bale,Central region,2021-12,
Hay bale,Central region,2021-11,
Hay bale,Central region,2021-10,
Hay bale,Central region,2021-09,
Hay bale,Central region,2021-08,
Hay bale,Central region,2021-07,
Hay bale,Central region,2021-06,
Hay bale,Central region,2021-05,
Hay bale,Central region,2021-04,
Hay bale,Central region,2021-03,
Hay bale,Central region,2021-02,
Hay bale,Central region,2021-01,
Hay bale,Central region,2020-12,
Hay bale,Central region,2020-11,
Hay bale,Central region,2020-10,
Hay bale,Central region,2020-09,
Hay bale,Central region,2020-08,
Hay bale,Central region,2020-07,
Hay bale,Central region,2020-06,
Hay bale,Central region,2020-05,
Hay bale,Central region,2020-04,
Hay bale,Central region,2020-03,
Hay bale,Central region,2020-02,
Hay bale,Central region,2020-01,
Hay bale,Central region,2019-12,
Hay bale,Central region,2019-11,
Hay bale,Central region,2019-10,
Hay bale,Central region,2019-09,
Hay bale,Central region,2019-08,
Hay bale,Central region,2019-07,
Hay bale,Central region,2019-06,
Hay bale,Central region,2019-05,
Hay bale,Central region,2019-04,
Hay bale,Central region,2019-03,
Hay bale,Central region,2019-02,
Hay bale,Central region,2019-01,
Hay bale,Central region,2018-12,
Hay bale,Govisumber,2025-12,12000.0
Hay bale,Govisumber,2025-11,12000.0
Hay bale,Govisumber,2025-10,
Hay bale,Govisumber,2025-09,14000.0
Hay bale,Govisumber,2025-08,14333.0
Hay bale,Govisumber,2025-07,15000.0
Hay bale,Govisumber,2025-06,14000.0
Hay bale,Govisumber,2025-05,
Hay bale,Govisumber,2025-04,13800.0
Hay bale,Govisumber,2025-03,12000.0
Hay bale,Govisumber,2025-02,
Hay bale,Govisumber,2025-01,10000.0
Hay bale,Govisumber,2024-12,11500.0
Hay bale,Govisumber,2024-11,
Hay bale,Govisumber,2024-10,10000.0
Hay bale,Govisumber,2024-09,10000.0
Hay bale,Govisumber,2024-08,11500.0
Hay bale,Govisumber,2024-07,
Hay bale,Govisumber,2024-06,
Hay bale,Govisumber,2024-05,
Hay bale,Govisumber,2024-04,25000.0
Hay bale,Govisumber,2024-03,25000.0
Hay bale,Govisumber,2024-02,24000.0
Hay bale,Govisumber,2024-01,
Hay bale,Govisumber,2023-12,
Hay bale,Govisumber,2023-11,
Hay bale,Govisumber,2023-10,
Hay bale,Govisumber,2023-09,
Hay bale,Govisumber,2023-08,
Hay bale,Govisumber,2023-07,
Hay bale,Govisumber,2023-06,
Hay bale,Govisumber,2023-05,
Hay bale,Govisumber,2023-04,
Hay bale,Govisumber,2023-03,10500.0
Hay bale,Govisumber,2023-02,10000.0
Hay bale,Govisumber,2023-01,8500.0
Hay bale,Govisumber,2022-12,
Hay bale,Govisumber,2022-11,11000.0
Hay bale,Govisumber,2022-10,
Hay bale,Govisumber,2022-09,
Hay bale,Govisumber,2022-08,
Hay bale,Govisumber,2022-07,7000.0
Hay bale,Govisumber,2022-06,7000.0
Hay bale,Govisumber,2022-05,7000.0
Hay bale,Govisumber,2022-04,7000.0
Hay bale,Govisumber,2022-03,7000.0
Hay bale,Govisumber,2022-02,10000.0
Hay bale,Govisumber,2022-01,10000.0
Hay bale,Govisumber,2021-12,10000.0
Hay bale,Govisumber,2021-11,10000.0
Hay bale,Govisumber,2021-10,10000.0
Hay bale,Govisumber,2021-09,10000.0
Hay bale,Govisumber,2021-08,10000.0
Hay bale,Govisumber,2021-07,10000.0
Hay bale,Govisumber,2021-06,10000.0
Hay bale,Govisumber,2021-05,8500.0
Hay bale,Govisumber,2021-04,9000.0
Hay bale,Govisumber,2021-03,8500.0
Hay bale,Govisumber,2021-02,10000.0
Hay bale,Govisumber,2021-01,12333.0
Hay bale,Govisumber,2020-12,12000.0
Hay bale,Govisumber,2020-11,12000.0
Hay bale,Govisumber,2020-10,12000.0
Hay bale,Govisumber,2020-09,8000.0
Hay bale,Govisumber,2020-08,
Hay bale,Govisumber,2020-07,
Hay bale,Govisumber,2020-06,
Hay bale,Govisumber,2020-05,
Hay bale,Govisumber,2020-04,10000.0
Hay bale,Govisumber,2020-03,7750.0
Hay bale,Govisumber,2020-02,11000.0
Hay bale,Govisumber,2020-01,10000.0
Hay bale,Govisumber,2019-12,6540.0
Hay bale,Govisumber,2019-11,
Hay bale,Govisumber,2019-10,
Hay bale,Govisumber,2019-09,
Hay bale,Govisumber,2019-08,
Hay bale,Govisumber,2019-07,
Hay bale,Govisumber,2019-06,6500.0
Hay bale,Govisumber,2019-05,6500.0
Hay bale,Govisumber,2019-04,6500.0
Hay bale,Govisumber,2019-03,6500.0
Hay bale,Govisumber,2019-02,6600.0
Hay bale,Govisumber,2019-01,6600.0
Hay bale,Govisumber,2018-12,6500.0
Hay bale,Darkhan-Uul,2025-12,
Hay bale,Darkhan-Uul,2025-11,
Hay bale,Darkhan-Uul,2025-10,
Hay bale,Darkhan-Uul,2025-09,12000.0
Hay bale,Darkhan-Uul,2025-08,12000.0
Hay bale,Darkhan-Uul,2025-07,12000.0
Hay bale,Darkhan-Uul,2025-06,12000.0
Hay bale,Darkhan-Uul,2025-05,
Hay bale,Darkhan-Uul,2025-04,12500.0
Hay bale,Darkhan-Uul,2025-03,4000.0
Hay bale,Darkhan-Uul,2025-02,
Hay bale,Darkhan-Uul,2025-01,8000.0
Hay bale,Darkhan-Uul,2024-12,
Hay bale,Darkhan-Uul,2024-11,8000.0
Hay bale,Darkhan-Uul,2024-10,
Hay bale,Darkhan-Uul,2024-09,6000.0
Hay bale,Darkhan-Uul,2024-08,
Hay bale,Darkhan-Uul,2024-07,
Hay bale,Darkhan-Uul,2024-06,
Hay bale,Darkhan-Uul,2024-05,
Hay bale,Darkhan-Uul,2024-04,
Hay bale,Darkhan-Uul,2024-03,
Hay bale,Darkhan-Uul,2024-02,
Hay bale,Darkhan-Uul,2024-01,
Hay bale,Darkhan-Uul,2023-12,
Hay bale,Darkhan-Uul,2023-11,8000.0
Hay bale,Darkhan-Uul,2023-10,8000.0
Hay bale,Darkhan-Uul,2023-09,
Hay bale,Darkhan-Uul,2023-08,
Hay bale,Darkhan-Uul,2023-07,
Hay bale,Darkhan-Uul,2023-06,
Hay bale,Darkhan-Uul,2023-05,
Hay bale,Darkhan-Uul,2023-04,
Hay bale,Darkhan-Uul,2023-03,10000.0
Hay bale,Darkhan-Uul,2023-02,9500.0
Hay bale,Darkhan-Uul,2023-01,9000.0
Hay bale,Darkhan-Uul,2022-12,6300.0
Hay bale,Darkhan-Uul,2022-11,6000.0
Hay bale,Darkhan-Uul,2022-10,5833.0
Hay bale,Darkhan-Uul,2022-09,6000.0
Hay bale,Darkhan-Uul,2022-08,
Hay bale,Darkhan-Uul,2022-07,
Hay bale,Darkhan-Uul,2022-06,3000.0
Hay bale,Darkhan-Uul,2022-05,2250.0
Hay bale,Darkhan-Uul,2022-04,2300.0
Hay bale,Darkhan-Uul,2022-03,4767.0
Hay bale,Darkhan-Uul,2022-02,
Hay bale,Darkhan-Uul,2022-01,
Hay bale,Darkhan-Uul,2021-12,
